Unnamed: 0,sec,tick,bpm,msg_type,channel,note,velocity,dynamic,accent,count,main_vol,depth,pedal,pan,tempo
18112,18.866,18112,120.0,['note_on'],[0],[74],[59],p,0,1,0,0,0,0,500000
18122,18.877,18122,120.0,['note_off'],[0],[52],[0],ppp,0,1,0,0,0,0,500000
18128,18.883,18128,120.0,['note_off'],[0],[64],[0],ppp,0,1,0,0,0,0,500000
18245,19.005,18245,120.0,['note_off'],[0],[56],[0],ppp,0,1,0,0,0,0,500000
18811,19.594,18811,120.0,['note_off'],[0],[74],[0],ppp,0,1,0,0,0,0,500000
18819,19.603,18819,120.0,['note_on'],[0],[45],[22],ppp,0,1,0,0,0,0,500000
18825,19.609,18825,120.0,['note_on'],[0],[57],[26],ppp,0,1,0,0,0,0,500000
18851,19.636,18851,120.0,"['note_on', 'note_on']","[0, 0]","[49, 64]","[27, 46]",pp,0,2,0,0,0,0,500000
18885,19.671,18885,120.0,['note_on'],[0],[69],[55],p,0,1,0,0,0,0,500000
18891,19.678,18891,120.0,['note_on'],[0],[73],[53],p,0,1,0,0,0,0,500000
21164,22.045,21164,120.0,['note_off'],[0],[64],[0],ppp,0,1,0,0,0,0,500000
21179,22.061,21179,120.0,['note_off'],[0],[57],[0],ppp,0,1,0,0,0,0,500000
21189,22.071,21189,120.0,['note_off'],[0],[69],[0],ppp,0,1,0,0,0,0,500000
21200,22.083,21200,120.0,"['note_off', 'note_off']","[0, 0]","[49, 45]","[0, 0]",ppp,0,2,0,0,0,0,500000
22533,23.471,22533,120.0,['note_off'],[0],[73],[0],ppp,0,1,0,0,0,0,500000
22590,23.531,22590,120.0,[],[],[],[],ppp,0,0,0,0,0,0,500000
