Sec,Ticks,msg_type,Channel,Notes,Velocities,Pedal,Tempo
85.40625,0,"['note_off', 'note_on']",3,"[64, 62]","[55, 64]",,64.0
85.79296875,0,"['note_off', 'note_on']",0,"[55, 43]","[74, 64]",,64.0
85.8125,0.01953125,['note_off'],0,[72],[63],,64.0
85.86328125,0.05078125,['note_on'],3,[71],[64],,64.0
86.26171875,0,"['note_off', 'note_on']",0,"[43, 48]","[72, 64]",,64.0
86.33203125,0,"['note_off', 'note_on']",1,"[71, 72]","[62, 64]",,64.0
86.34375,0,"['note_off', 'note_on']",1,"[62, 64]","[41, 64]",,64.0
86.6875,0.34375,['note_off'],1,[64],[43],,64.0
86.7421875,0,"['note_off', 'note_on']",1,"[55, 48]","[64, 64]",,64.0
86.8125,0.0703125,['note_on'],1,[69],[64],,64.0
87.2109375,0,"['note_off', 'note_on']",0,"[48, 50]","[76, 64]",,64.0
87.26953125,0,"['note_off', 'note_on']",1,"[72, 71]","[61, 64]",,64.0
87.6796875,0,"['note_off', 'note_on']",1,"[50, 52]","[44, 64]",,64.0
87.7109375,0.03125,['note_off'],0,[69],[66],,64.0
87.73828125,0,"['note_off', 'note_on']",1,"[71, 70]","[49, 64]",,64.0
87.76171875,0.0234375,['note_on'],1,[67],[64],,64.0
88.1484375,0,"['note_off', 'note_on']",0,"[52, 53]","[52, 64]",,64.0
88.20703125,0,"['note_off', 'note_on']",1,"[70, 69]","[46, 64]",,64.0
88.66015625,0.453125,['note_off'],0,[67],[44],,64.0
88.67578125,0,"['note_off', 'note_on']",1,"[69, 74]","[57, 64]",,64.0
88.7109375,0.03515625,['note_on'],1,[65],[64],,64.0
88.8515625,0,"['note_off', 'note_on']",1,"[53, 55]","[55, 64]",,64.0
88.96875,0.1171875,['note_off'],1,[55],[64],,64.0
88.9765625,0.0078125,['note_on'],1,[53],[64],,64.0
89.0859375,0.109375,['note_on'],1,[52],[64],,64.0
89.09375,0.0078125,['note_off'],1,[53],[64],,64.0
89.1796875,0,"['note_off', 'note_on']",1,"[65, 67]","[49, 64]",,64.0
89.5546875,0,"['note_off', 'note_on']",0,"[52, 57]","[49, 64]",,64.0
89.57421875,0.01953125,['note_off'],0,[74],[41],,64.0
89.625,0.05078125,['note_on'],1,[72],[64],,64.0
89.6484375,0,"['note_off', 'note_on']",1,"[67, 69]","[46, 64]",,64.0
90.0234375,0,"['note_off', 'note_on']",0,"[57, 50]","[63, 64]",,64.0
90.09375,0,"['note_off', 'note_on']",1,"[72, 74]","[61, 64]",,64.0
90.1171875,0,"['note_off', 'note_on']",1,"[69, 70]","[74, 64]",,64.0
90.4921875,0,"['note_off', 'note_on']",0,"[50, 55]","[42, 64]",,64.0
90.5625,0,"['note_off', 'note_on']",1,"[74, 76]","[58, 64]",,64.0
90.71484375,0.15234375,['note_off'],1,[70],[72],,64.0
90.8203125,0.10546875,['note_on'],1,[72],[64],,64.0
90.9375,0.1171875,['note_off'],1,[72],[64],,64.0
90.9453125,0.0078125,['note_on'],0,[70],[64],,64.0
91.03125,0,"['note_off', 'note_on']",1,"[76, 77]","[40, 64]",,64.0
91.0546875,0.0234375,['note_on'],1,[69],[64],,64.0
91.0625,0.0078125,['note_off'],1,[70],[64],,64.0
91.15625,0.09375,['note_off'],1,[55],[68],,64.0
91.20703125,0.05078125,['note_on'],1,[57],[64],,64.0
91.44140625,0,"['note_off', 'note_on']",1,"[57, 55]","[50, 64]",,64.0
91.5234375,0,"['note_off', 'note_on']",1,"[69, 74]","[52, 64]",,64.0
91.67578125,0,"['note_off', 'note_on']",1,"[55, 53]","[73, 64]",,64.0
91.91015625,0,"['note_off', 'note_on']",1,"[53, 52]","[47, 64]",,64.0
91.9921875,0,"['note_off', 'note_on']",0,"[74, 67]","[45, 64]",,64.0
92.078125,0.0859375,['note_off'],1,[77],[66],,64.0
92.14453125,0,"['note_off', 'note_on']",0,"[52, 50]","[77, 64]",,64.0
92.203125,0.05859375,['note_on'],0,[81],[64],,64.0
92.3515625,0.1484375,['note_off'],1,[81],[62],,64.0
92.37890625,0,"['note_off', 'note_on']",0,"[50, 52]","[49, 64]",,64.0
92.4375,0.05859375,['note_on'],1,[79],[64],,64.0
92.4609375,0,"['note_off', 'note_on']",0,"[67, 72]","[57, 64]",,64.0
92.578125,0.1171875,['note_off'],1,[79],[50],,64.0
92.61328125,0,"['note_off', 'note_on']",0,"[52, 53]","[68, 64]",,64.0
92.671875,0.05859375,['note_on'],0,[77],[64],,64.0
92.83203125,0.16015625,['note_off'],1,[77],[69],,64.0
92.84765625,0,"['note_off', 'note_on']",0,"[53, 55]","[66, 64]",,64.0
92.90625,0.05859375,['note_on'],0,[76],[64],,64.0
93.078125,0.171875,['note_off'],1,[76],[52],,64.0
93.08203125,0,"['note_off', 'note_on']",1,"[55, 57]","[44, 64]",,64.0
93.0859375,0.00390625,['note_off'],0,[72],[52],,64.0
93.140625,0.0546875,['note_on'],1,[77],[64],,64.0
93.1640625,0.0234375,['note_on'],0,[74],[64],,64.0
93.30078125,0.13671875,['note_off'],1,[77],[57],,64.0
93.31640625,0,"['note_off', 'note_on']",0,"[57, 58]","[52, 64]",,64.0
93.375,0.05859375,['note_on'],1,[76],[64],,64.0
93.3984375,0,"['note_off', 'note_on']",0,"[74, 72]","[61, 64]",,64.0
93.5234375,0.125,['note_off'],1,[76],[42],,64.0
93.55078125,0,"['note_off', 'note_on']",0,"[58, 55]","[66, 64]",,64.0
93.609375,0.05859375,['note_on'],1,[74],[64],,64.0
93.6328125,0,"['note_off', 'note_on']",0,"[72, 70]","[58, 64]",,64.0
93.76171875,0.12890625,['note_off'],1,[74],[66],,64.0
93.78515625,0,"['note_off', 'note_on']",0,"[55, 57]","[58, 64]",,64.0
93.84375,0.05859375,['note_on'],1,[72],[64],,64.0
93.8671875,0,"['note_off', 'note_on']",1,"[70, 69]","[59, 64]",,64.0
94.01953125,0,"['note_off', 'note_on']",1,"[57, 52]","[59, 64]",,64.0
94.1015625,0,"['note_off', 'note_on']",1,"[69, 70]","[58, 64]",,64.0
94.25390625,0,"['note_off', 'note_on']",1,"[52, 53]","[45, 64]",,64.0
94.3359375,0,"['note_off', 'note_on']",1,"[70, 69]","[70, 64]",,64.0
94.48828125,0,"['note_off', 'note_on']",1,"[53, 55]","[53, 64]",,64.0
94.5703125,0,"['note_off', 'note_on']",1,"[69, 67]","[66, 64]",,64.0
94.72265625,0,"['note_off', 'note_on']",1,"[55, 57]","[52, 64]",,64.0
94.8046875,0,"['note_off', 'note_on']",1,"[67, 65]","[57, 64]",,64.0
94.95703125,0,"['note_off', 'note_on']",1,"[57, 59]","[59, 64]",,64.0
95.0390625,0,"['note_off', 'note_on']",1,"[65, 67]","[43, 64]",,64.0
95.19140625,0,"['note_off', 'note_on']",1,"[59, 60]","[73, 64]",,64.0
95.2734375,0,"['note_off', 'note_on']",1,"[67, 65]","[40, 64]",,64.0
95.42578125,0,"['note_off', 'note_on']",1,"[60, 57]","[68, 64]",,64.0
95.5078125,0,"['note_off', 'note_on']",3,"[65, 64]","[54, 64]",,64.0
95.63671875,0.12890625,['note_on'],1,[59],[64],,64.0
95.66015625,0,"['note_off', 'note_on']",0,"[57, 62]","[52, 64]",,64.0
95.71875,0.05859375,['note_off'],1,[72],[77],,64.0
95.7421875,0.0234375,['note_off'],0,[64],[50],,64.0
95.953125,0.2109375,['note_on'],0,[67],[64],,64.0
96.0703125,0,"['note_off', 'note_on']",0,"[67, 69]","[64, 64]",,64.0
96.1875,0,"['note_off', 'note_on']",0,"[69, 71]","[64, 64]",,64.0
96.5625,0.140625,"['note_off', 'note_on']",0,"[71, 72]","[50, 64]",,61.99999586666694
96.6592742,0,"['note_off', 'note_on']",0,"[72, 74]","[62, 64]",,61.99999586666694
96.9012097,0,"['note_off', 'note_on']",0,"[74, 76]","[58, 64]",,61.99999586666694
97.14314519999999,0,"['note_off', 'note_on']",1,"[76, 77]","[46, 64]",,61.99999586666694
97.32459682499999,0.181451625,['note_off'],1,[62],[68],,61.99999586666694
97.53024199999999,0.12096775000000001,['note_on'],3,[67],[64],,60.0
97.54274199999999,0.0125,['note_off'],1,[59],[54],,60.0
97.567742,0.025,['note_on'],1,[60],[64],,60.0
97.655242,0,"['note_off', 'note_on']",0,"[67, 69]","[39, 64]",,60.0
97.755242,0,"['note_off', 'note_on']",0,"[77, 72]","[79, 64]",,60.0
97.880242,0,"['note_off', 'note_on']",0,"[72, 74]","[64, 64]",,60.0
98.030242,0.025,"['note_off', 'note_on']",0,"[74, 76]","[64, 64]",,56.99997720000912
98.1355052,0,"['note_off', 'note_on']",0,"[76, 77]","[64, 64]",,56.99997720000912
98.38989126666667,0.2543860666666667,['note_on'],0,[79],[64],,56.99997720000912
98.556558,0.1578948,['note_off'],0,[77],[64],,53.000022083342536
98.66033154166666,0.10377354166666666,['note_off'],0,[79],[64],,53.000022083342536
98.6697655,0.009433958333333332,['note_on'],1,[81],[64],,53.000022083342536
98.698067375,0.028301874999999997,['note_off'],1,[69],[58],,53.000022083342536
99.12259549999999,0.141509375,['note_on'],1,[77],[64],,50.0
99.4425955,0.17,"['note_off', 'note_on']",0,"[77, 74]","[65, 64]",,40.99998975000256
99.503571125,0.060975625,['note_off'],0,[81],[51],,40.99998975000256
99.784059,0.20121956249999998,['note_on'],0,[83],[64],,38.000008866668736
99.9616905375,0,"['note_off', 'note_on']",1,"[83, 84]","[52, 64]",,38.000008866668736
99.98142737500001,0,"['note_off', 'note_on', 'note_on']",3,"[74, 79, 76]","[74, 64, 64]",,38.000008866668736
102.9616898375,2.9802624625,['note_off'],1,[48],[68],,38.000008866668736
103.0011635125,0.039473675,['note_off'],0,[60],[77],,38.000008866668736
103.1195845375,0.118421025,['note_off'],1,[84],[79],,38.000008866668736
103.13932137500001,0,"['note_off', 'note_off']",,"[76, 79]","[69, 76]",,38.000008866668736
