Sec,Ticks,msg_type,Channel,Notes,Velocities,Tempo,mean_velocity,diff_velocity
34.2856999999999,0,"['note_on', 'note_on', 'note_on', 'note_on', 'note_on', 'note_on', 'note_on']",9,"[74, 46, 82, 62, 57, 35, 49]","[127, 96, 64, 32, 32, 127, 127]",175.00007291669704,86.42857142857143,86.42857142857143
34.45355707291657,0.16785707291666666,['note_off'],9,[35],[0],175.00007291669704,-86.42857142857143,0.0
34.624985572916565,0.17142849999999998,['note_off'],9,[49],[0],175.00007291669704,0.0,0.0
34.6285569999999,0.003571427083333333,['note_on'],1,[38],[127],175.00007291669704,127.0,127.0
34.79641407291657,0,"['note_off', 'note_off', 'note_off', 'note_off', 'note_off']",1,"[46, 82, 62, 57, 38]","[0, 0, 0, 0, 0]",175.00007291669704,-127.0,0.0
34.799985499999906,0,"['note_on', 'note_on', 'note_on', 'note_on', 'note_on']",9,"[45, 81, 62, 57, 35]","[96, 64, 32, 32, 127]",175.00007291669704,70.2,70.2
34.967842572916574,0.16785707291666666,['note_off'],9,[35],[0],175.00007291669704,-70.2,0.0
35.14284249999991,0.1749999270833333,['note_on'],1,[35],[127],175.00007291669704,127.0,127.0
35.310699572916576,0,"['note_off', 'note_off', 'note_off', 'note_off', 'note_off']",1,"[45, 81, 62, 57, 35]","[0, 0, 0, 0, 0]",175.00007291669704,-127.0,0.0
35.31427099999991,0,"['note_on', 'note_on', 'note_on', 'note_on', 'note_on']",9,"[43, 79, 62, 57, 38]","[96, 64, 32, 32, 127]",175.00007291669704,70.2,70.2
35.48212807291658,0.16785707291666666,['note_off'],9,[38],[0],175.00007291669704,-70.2,0.0
35.657127999999915,0.1749999270833333,['note_on'],1,[35],[127],175.00007291669704,127.0,127.0
35.82498507291658,0,"['note_off', 'note_off', 'note_off', 'note_off', 'note_off']",1,"[43, 79, 57, 62, 35]","[0, 0, 0, 0, 0]",175.00007291669704,-127.0,0.0
35.82855649999992,0,"['note_on', 'note_on', 'note_on', 'note_on']",9,"[41, 77, 62, 57]","[96, 64, 32, 32]",175.00007291669704,56.0,56.0
35.99998499999992,0.17142849999999998,['note_on'],9,[38],[127],175.00007291669704,71.0,127.0
36.167842072916585,0.16785707291666666,['note_off'],9,[38],[0],175.00007291669704,-127.0,0.0
36.17141349999992,0.003571427083333333,['note_on'],1,[35],[127],175.00007291669704,127.0,127.0
36.33927057291659,0,"['note_off', 'note_off', 'note_off', 'note_off', 'note_off']",1,"[41, 77, 62, 57, 35]","[0, 0, 0, 0, 0]",175.00007291669704,-127.0,0.0
36.342841999999926,0,"['note_on', 'note_on', 'note_on', 'note_on']",9,"[40, 76, 62, 57]","[96, 64, 32, 32]",175.00007291669704,56.0,56.0
36.514270499999924,0.17142849999999998,['note_on'],1,[35],[127],175.00007291669704,71.0,127.0
36.59641332291659,0,"['note_off', 'note_off', 'note_off', 'note_off']",0,"[40, 76, 62, 57]","[0, 0, 0, 0]",175.00007291669704,-127.0,0.0
36.68212757291659,0,"['note_off', 'note_off']",0,"[74, 35]","[0, 0]",175.00007291669704,0.0,0.0
